# name	status	verified	params(known)	write-shaped	purpose
# one method per line; full entry at https://vs.izie.top/redocumented/api/methods/<name>.json
moderation.flags.comments.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.comments.set	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.conversationReplies	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.dashboardDismiss	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.dashboardModerate	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.export	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.getReviewers	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.history.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.info	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.list	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.restoreContent	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.flags.unassignFlag	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.locks.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.locks.remove	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
moderation.thread.hide	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
mpim.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
oauth.access	documented	docs-only	params	-	Exchanges a temporary OAuth verifier code for an access token.
oauth.v2.access	documented	docs-only	params	-	Exchanges a temporary OAuth verifier code for an access token.
oauth.v2.beginShortTokenRotation	documented	docs-only	params	-	Call this to rotate the secret on an old API token with a short secret. Must be paired with a call to oauth.v2.completeShortTokenRotation to confirm the change.
oauth.v2.completeShortTokenRotation	documented	docs-only	params	-	Call this to finish rotating the secret on an old API token with a short secret. Must be paired with a call to oauth.v2.beginShortTokenRotation to start the process.
oauth.v2.exchange	documented	docs-only	params	-	Exchanges a legacy access token for a new expiring access token and refresh token
oauth.v2.user.access	documented	docs-only	params	-	Exchanges a temporary OAuth verifier code for a user access token.
onboarding.fetch	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
onboarding.updateTeam	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
onboarding.updateUser	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
openid.connect.token	documented	docs-only	params	-	Exchanges a temporary OAuth verifier code for an access token for Sign in with Slack.
openid.connect.userInfo	documented	docs-only	params	-	Get the identity of a user who has authorized Sign in with Slack.
payments.billing.addresses.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.billing.addresses.locations	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.billing.addresses.validateAndSet	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.billing.history.list	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: limit?: number; cursor?: string;
payments.checkout.cancelPlan	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.checkout.config	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: is_business_plus_trial?: boolean; is_autocharge_trial?: boolean;
payments.checkout.downgradeToFree	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.status.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.stripe.config.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.stripe.customer.create	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.stripe.customer.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.stripe.paymentMethod.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.stripe.paymentMethod.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
payments.stripe.setupIntent.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
pins.add	documented	docs-only	params	write	Pins an item to a channel.
pins.list	documented	docs-only	params	-	Lists items pinned to a channel.
pins.remove	documented	docs-only	params	write	Un-pins an item from a channel.
platform.requests.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
polls.create	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
polls.vote	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
presence.set	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.bulk.clone	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.bulk.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.bulk.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.cms.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.cms.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.cms.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.cms.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.static.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.archive	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.clone	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.export	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.get	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.publish	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.search	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.translate	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.unpublish	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
productui.ui.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
profiling.addJSTrace	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
profiling.addLogging	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
promo.campaigns.eligibilityInfo	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
promo.campaigns.optOut	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
promo.campaigns.redeem	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
promo.codes.redeem	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
quip.cloneCanvas	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
quip.getCanvasBulkSectionIdsData	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
quip.getMentions	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
